Element_1,Element_2,Element_3,Element_4,Element_5,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,radius_1,radius_2,radius_3,radius_4,radius_5,radius_6,radius_7,radius_8,radius_9,radius_10,radius_11,radius_12,electronAffinity_1,electronAffinity_2,electronAffinity_3,electronAffinity_4,electronAffinity_5,electronAffinity_6,electronAffinity_7,electronAffinity_8,electronAffinity_9,electronAffinity_10,electronAffinity_11,electronAffinity_12,oxidationstate_1,oxidationstate_2,oxidationstate_3,oxidationstate_4,oxidationstate_5,oxidationstate_6,oxidationstate_7,oxidationstate_8,oxidationstate_9,oxidationstate_10,oxidationstate_11,oxidationstate_12,meltingpointSS_1,meltingpointSS_2,meltingpointSS_3,meltingpointSS_4,meltingpointSS_5,meltingpointSS_6,meltingpointSS_7,meltingpointSS_8,meltingpointSS_9,meltingpointSS_10,meltingpointSS_11,meltingpointSS_12,boilingpointSS_1,boilingpointSS_2,boilingpointSS_3,boilingpointSS_4,boilingpointSS_5,boilingpointSS_6,boilingpointSS_7,boilingpointSS_8,boilingpointSS_9,boilingpointSS_10,boilingpointSS_11,boilingpointSS_12,atomicMass_1,atomicMass_2,atomicMass_3,atomicMass_4,atomicMass_5,atomicMass_6,atomicMass_7,atomicMass_8,atomicMass_9,atomicMass_10,atomicMass_11,atomicMass_12,density_1,density_2,density_3,density_4,density_5,density_6,density_7,density_8,density_9,density_10,density_11,density_12,ionizationEnergy_1,ionizationEnergy_2,ionizationEnergy_3,ionizationEnergy_4,ionizationEnergy_5,ionizationEnergy_6,ionizationEnergy_7,ionizationEnergy_8,ionizationEnergy_9,ionizationEnergy_10,ionizationEnergy_11,ionizationEnergy_12,electronnegativity_1,electronnegativity_2,electronnegativity_3,electronnegativity_4,electronnegativity_5,electronnegativity_6,electronnegativity_7,electronnegativity_8,electronnegativity_9,electronnegativity_10,electronnegativity_11,electronnegativity_12,meltingpointO_1,meltingpointO_2,meltingpointO_3,meltingpointO_4,meltingpointO_5,meltingpointO_6,meltingpointO_7,meltingpointO_8,meltingpointO_9,meltingpointO_10,meltingpointO_11,meltingpointO_12,chemicalPotential_1,chemicalPotential_2,chemicalPotential_3,chemicalPotential_4,chemicalPotential_5,chemicalPotential_6,chemicalPotential_7,chemicalPotential_8,chemicalPotential_9,chemicalPotential_10,chemicalPotential_11,chemicalPotential_12,ToleranceFactor,OctahedralFactor,MaterialDensity,delta,absToleranceFactor,Element_1_1,Element_1_2,Element_1_3,Element_4_1,Element_4_2,Element_4_3,Element_4_4,Element_4_5,Ehull,p-band center,EV,EH,d-band center,exp Ehull,exp p-band center,exp EV,exp EH,exp d-band center,a,b,c,alpha,beta,gamma,Volume,ShrinkageV,ShrinkageH,FreeVolume,SpaceGroup,PointGroup,International,SymmetryOperations,OverlappingArea,OverlappingCenter,SG_1,SG_2,SG_3,SG_4,SG_5,SG_6,SG_7,PG_1,PG_2,PG_3,PG_4,PG_5,Ef
Ta,Ta,Ta,Ta,Ta,0,1,0,0.625,0.375,1.36,0.59,0,0.24,1.36,0.35,1.71,2.305084746,3.885714286,0,0.406779661,0.140350877,-48,-81.625,0,-11.625,-48,-70,-118,0.58805513,0.685714286,0,0.142419602,0.098516949,3,3.75,0,1.875,3,1.875,4.875,0.8,1.6,0,0.5,0.384615385,1193,2313.75,0,1233.75,1193,1080,2273,0.515613182,1.10462963,0,0.533225284,0.542784866,3737,4140.375,0,2149.125,3737,1991.25,5728.25,0.90257525,1.876710609,0,0.519065302,0.375180029,138.90547,104.53883,0,67.855455,138.90547,36.683375,175.588845,1.328745214,3.786605513,0,0.649093308,0.386445136,6.146,11.81125,0,6.24375,6.146,5.5675,11.7135,0.52035136,1.103906601,0,0.528627368,0.533038801,538,746,0,285.375,538,460.625,998.625,0.721179625,1.16797829,0,0.382540214,0.285767931,1.1,1.75625,0,0.5625,1.1,1.19375,2.29375,0.62633452,0.921465969,0,0.320284698,0.245231608,2320,1934.375,0,712.5,2320,1221.875,3541.875,1.199353796,1.898721228,0,0.368336026,0.201164637,-772.207,-410.854875,0,-311.074875,-772.207,-99.78,-871.987,1.879512809,7.739096011,0,0.757140523,0.35674256,0.980710913,0.421428571,325.3549538,-0.375,0.019289087,1,0,0,0,0,0,1,0,0.470908,-5.634303,0.603806,0.024605,-5.580562,1.601447648,0.003573167,1.829066999,1.024910201,0.003770446,11.27205976,11.27205976,7.685068,90,90,94.68031188,974.9474763,1.016894704,1.022356283,0.746355694,63,8 [ D2h ],Cmcm,8,75.741113,-5.862572,0,0,0,0,0,0,0,0,0,0,0,0,-2.679158
Ta,Ta,Ta,Ta,Ta,0,1,0,0.5625,0.4375,1.36,0.595,0,0.28,1.36,0.315,1.675,2.285714286,4.317460317,0,0.470588235,0.167164179,-48,-76.5625,0,-13.5625,-48,-63,-111,0.626938776,0.761904762,0,0.177142857,0.122184685,3,3.875,0,2.1875,3,1.6875,4.6875,0.774193548,1.777777778,0,0.564516129,0.466666667,1193,2411.375,0,1439.375,1193,972,2165,0.494738479,1.227366255,0,0.596910476,0.664838337,3737,4299.4375,0,2507.3125,3737,1792.125,5529.125,0.869183469,2.08523401,0,0.583172217,0.453473651,138.90547,112.179735,0,79.1646975,138.90547,33.0150375,171.9205075,1.238240311,4.207339459,0,0.705695173,0.460472684,6.146,12.295125,0,7.284375,6.146,5.01075,11.15675,0.499872917,1.22656289,0,0.592460426,0.652911914,538,747.5,0,332.9375,538,414.5625,952.5625,0.719732441,1.297753656,0,0.445401338,0.349517748,1.1,1.730625,0,0.65625,1.1,1.074375,2.174375,0.635608523,1.023851076,0,0.379198267,0.301810865,2320,1930.9375,0,831.25,2320,1099.6875,3419.6875,1.201488914,2.109690253,0,0.430490371,0.243077767,-772.207,-452.7226875,0,-362.9206875,-772.207,-89.802,-862.009,1.705695388,8.598995568,0,0.80164016,0.421017283,0.978252991,0.425,332.4791222,-0.4375,0.021747009,1,0,0,0,0,0,1,0,0.553649,-5.956411,0.133827,0.121692,-5.949358,1.739589211,0.002589188,1.14319503,1.129406191,0.002607514,11.266575,11.266575,7.713097,90,90,90,979.0674612,1.009466698,1.025490744,0.742463631,123,15 [ D4h ],P4/mmm,16,67.10902,-6.18774,0,0,0,0,0,0,0,0,0,0,0,0,-2.686867
Ta,Ta,Ta,Ta,Ta,0,1,0,0.5,0.5,1.36,0.6,0,0.32,1.36,0.28,1.64,2.266666667,4.857142857,0,0.533333333,0.195121951,-48,-71.5,0,-15.5,-48,-56,-104,0.671328671,0.857142857,0,0.216783217,0.149038462,3,4,0,2.5,3,1.5,4.5,0.75,2,0,0.625,0.555555556,1193,2509,0,1645,1193,864,2057,0.475488242,1.380787037,0,0.655639697,0.799708313,3737,4458.5,0,2865.5,3737,1593,5330,0.838174274,2.345888261,0,0.642704946,0.537617261,138.90547,119.82064,0,90.47394,138.90547,29.3467,168.25217,1.159278318,4.733256891,0,0.75507809,0.537728221,6.146,12.779,0,8.325,6.146,4.454,10.6,0.480945301,1.379883251,0,0.651459426,0.785377358,538,749,0,380.5,538,368.5,906.5,0.718291055,1.459972863,0,0.508010681,0.419746277,1.1,1.705,0,0.75,1.1,0.955,2.055,0.64516129,1.151832461,0,0.439882698,0.364963504,2320,1927.5,0,950,2320,977.5,3297.5,1.203631647,2.373401535,0,0.492866407,0.288097043,-772.207,-494.5905,0,-414.7665,-772.207,-79.824,-852.031,1.561305767,9.673870014,0,0.838605877,0.486797429,0.975807358,0.428571429,339.5495184,-0.5,0.024192642,1,0,0,0,0,0,1,0,0.61313,-6.094399,1.204888,-2.166921,-6.407856,1.846200974,0.002255465,3.336385382,0.114529712,0.001648555,11.380079,11.380079,7.593776,90,90,90,983.4410586,1.018766214,1.02711823,0.738413713,139,15 [ D4h ],I4/mmm,128,59.776444,-6.35725,0,0,0,0,0,0,0,0,0,0,0,0,-2.717836
Ni,Ni,Ni,Ni,Tb,0,1,0,0.9375,0.0625,1.36,0.5826875,0,0.0576875,1.36,0.525,1.885,2.334012657,2.59047619,0,0.099002467,0.030603448,-48,-108.125,0,-3.125,-48,-105,-153,0.443930636,0.457142857,0,0.028901734,0.020424837,3,3,0,0.1875,3,2.8125,5.8125,1,1.066666667,0,0.0625,0.032258065,1193,1721.8125,0,101.8125,1193,1620,2813,0.692874515,0.736419753,0,0.059131003,0.036193566,3737,3205.8125,0,218.9375,3737,2986.875,6723.875,1.165695124,1.251140406,0,0.068293919,0.032561209,138.90547,64.95789688,0,9.932834375,138.90547,55.0250625,193.9305325,2.138392354,2.524403675,0,0.152911884,0.051218518,6.146,8.8649375,0,0.5136875,6.146,8.35125,14.49725,0.6932931,0.735937734,0,0.057945981,0.035433444,538,726.3125,0,35.375,538,690.9375,1228.9375,0.740727992,0.778652194,0,0.048704931,0.028785028,1.1,1.865625,0,0.075,1.1,1.790625,2.890625,0.58961474,0.614310646,0,0.040201005,0.025945946,2320,1979.0625,0,146.25,2320,1832.8125,4152.8125,1.172272225,1.265814152,0,0.073898626,0.035217097,-772.207,-200.149625,0,-50.479625,-772.207,-149.67,-921.877,3.858148623,5.159397341,0,0.252209441,0.054757441,0.984327947,0.416205357,282.9271311,0,0.015672053,1,0,0,0,0,0,1,0,0.252506,-2.842186,2.98412,1.534199,-3.919583,1.28724722,0.058298087,19.76909777,4.637609317,0.01984937,10.809284,10.809284,7.661202,90,90,90,895.1395962,0.987585964,1.011470458,0.826147036,123,15 [ D4h ],P4/mmm,16,85.992267,-3.537371,0,0,0,0,0,0,0,0,0,0,0,0,-2.248758
Ni,Ni,Ni,Tb,Tb,0,1,0,0.875,0.125,1.36,0.605375,0,0.115375,1.36,0.49,1.85,2.2465414,2.775510204,0,0.190584349,0.062364865,-48,-104.25,0,-6.25,-48,-98,-146,0.460431655,0.489795918,0,0.059952038,0.042808219,3,3,0,0.375,3,2.625,5.625,1,1.142857143,0,0.125,0.066666667,1193,1715.625,0,203.625,1193,1512,2705,0.695373406,0.789021164,0,0.118688525,0.075277264,3737,3225.625,0,437.875,3737,2787.75,6524.75,1.158535168,1.340507578,0,0.135748886,0.067109851,138.90547,71.22239375,0,19.86566875,138.90547,51.356725,190.262195,1.950306114,2.704718223,0,0.278924475,0.104412065,6.146,8.821875,0,1.027375,6.146,7.7945,13.9405,0.696677294,0.788504715,0,0.116457669,0.073697141,538,715.625,0,70.75,538,644.875,1182.875,0.751790393,0.834270207,0,0.098864629,0.059811899,1.1,1.82125,0,0.15,1.1,1.67125,2.77125,0.603980782,0.658189978,0,0.082361016,0.054127199,2320,2003.125,0,292.5,2320,1710.625,4030.625,1.158190328,1.356229448,0,0.146021841,0.072569391,-772.207,-240.65125,0,-100.95925,-772.207,-139.692,-911.899,3.208821895,5.527925722,0,0.419525143,0.110713193,0.973191905,0.432410714,284.4789678,0,0.026808095,1,0,0,0,0,0,1,0,0.275824,-2.708047,1.343453,2.621335,-3.474245,1.317615943,0.06666688,3.832253456,13.75407302,0.030985219,10.898026,10.898026,7.701865,90,90,90,914.7271748,0.994927858,1.016658711,0.816595983,139,15 [ D4h ],I4/mmm,32,84.599134,-3.322251,0,0,0,0,0,0,0,0,0,0,0,0,-2.321225
Ni,Ni,Tb,Tb,Tb,0,1,0,0.8125,0.1875,1.36,0.6280625,0,0.1730625,1.36,0.455,1.815,2.165389591,2.989010989,0,0.275549806,0.09535124,-48,-100.375,0,-9.375,-48,-91,-139,0.478206725,0.527472527,0,0.093399751,0.067446043,3,3,0,0.5625,3,2.4375,5.4375,1,1.230769231,0,0.1875,0.103448276,1193,1709.4375,0,305.4375,1193,1404,2597,0.697890388,0.8497151,0,0.178677196,0.117611667,3737,3245.4375,0,656.8125,3737,2588.625,6325.625,1.15146263,1.443623545,0,0.202380265,0.103833613,138.90547,77.48689063,0,29.79850313,138.90547,47.6883875,186.5938575,1.792631875,2.912773471,0,0.384561864,0.159697128,6.146,8.7788125,0,1.5410625,6.146,7.23775,13.38375,0.700094688,0.849158924,0,0.175543389,0.115144298,538,704.9375,0,106.125,538,598.8125,1136.8125,0.763188226,0.898444839,0,0.150545261,0.093353126,1.1,1.776875,0,0.225,1.1,1.551875,2.651875,0.619064369,0.708819976,0,0.126626803,0.084845628,2320,2027.1875,0,438.75,2320,1588.4375,3908.4375,1.144442732,1.46055479,0,0.216432866,0.112257136,-772.207,-281.152875,0,-151.438875,-772.207,-129.714,-901.921,2.746573372,5.953150778,0,0.538635342,0.167907028,0.962305016,0.448616071,286.0718073,0,0.037694984,1,0,0,0,0,0,1,0,0.300185,-2.903543,2.087807,1.741662,-3.75969,1.350108555,0.054828618,8.067204372,5.706820281,0.023290959,10.948358,10.948358,7.77888,90,90,90,932.4274532,0.998415391,1.01169881,0.809079727,123,15 [ D4h ],P4/mmm,16,79.721782,-3.561928,0,0,0,0,0,0,0,0,0,0,0,0,-2.392649
Ni,Tb,Tb,Tb,Tb,0,1,0,0.75,0.25,1.36,0.65075,0,0.23075,1.36,0.42,1.78,2.089896274,3.238095238,0,0.354590857,0.129634831,-48,-96.5,0,-12.5,-48,-84,-132,0.497409326,0.571428571,0,0.129533679,0.09469697,3,3,0,0.75,3,2.25,5.25,1,1.333333333,0,0.25,0.142857143,1193,1703.25,0,407.25,1193,1296,2489,0.700425657,0.920524691,0,0.239101717,0.163619928,3737,3265.25,0,875.75,3737,2389.5,6126.5,1.144475921,1.563925507,0,0.268203047,0.142944585,138.90547,83.7513875,0,39.7313375,138.90547,44.02005,182.92552,1.658545299,3.155504594,0,0.47439617,0.217199533,6.146,8.73575,0,2.05475,6.146,6.681,12.827,0.703545775,0.919922167,0,0.23521163,0.160189444,538,694.25,0,141.5,538,552.75,1090.75,0.774936982,0.973315242,0,0.203817069,0.129727252,1.1,1.7325,0,0.3,1.1,1.4325,2.5325,0.634920635,0.767888307,0,0.173160173,0.11846002,2320,2051.25,0,585,2320,1466.25,3786.25,1.131017672,1.58226769,0,0.285191956,0.154506438,-772.207,-321.6545,0,-201.9185,-772.207,-119.736,-891.943,2.400734328,6.449246676,0,0.627749651,0.226380497,0.951659011,0.464821429,287.6998293,0,0.048340989,1,0,0,0,0,0,1,0,0.325712,-3.15079,-0.113542,2.953028,-4.039115,1.385016427,0.042818287,0.892666704,19.16389423,0.017613053,11.025804,11.025804,7.791708,90,90,90,947.2251152,1.011548536,1.015952775,0.804300634,139,15 [ D4h ],I4/mmm,64,75.078091,-3.753413,0,0,0,0,0,0,0,0,0,0,0,0,-2.462906
Tb,Tb,Tb,Tb,Tb,0,1,0,0.6875,0.3125,1.36,0.6734375,0,0.2884375,1.36,0.385,1.745,2.019489559,3.532467532,0,0.428306265,0.165293696,-48,-92.625,0,-15.625,-48,-77,-125,0.518218623,0.623376623,0,0.168690958,0.125,3,3,0,0.9375,3,2.0625,5.0625,1,1.454545455,0,0.3125,0.185185185,1193,1697.0625,0,509.0625,1193,1188,2381,0.702979413,1.004208754,0,0.299966854,0.213801974,3737,3285.0625,0,1094.6875,3737,2190.375,5927.375,1.137573486,1.706100554,0,0.333231864,0.184683355,138.90547,90.01588438,0,49.66417188,138.90547,40.3517125,179.2571825,1.543121761,3.442368648,0,0.551726756,0.277055408,6.146,8.6926875,0,2.5684375,6.146,6.12425,12.27025,0.707031053,1.003551455,0,0.29547105,0.209322345,538,683.5625,0,176.875,538,506.6875,1044.6875,0.787053122,1.061798446,0,0.258754686,0.169309004,1.1,1.688125,0,0.375,1.1,1.313125,2.413125,0.651610515,0.837696335,0,0.222139948,0.155400155,2320,2075.3125,0,731.25,2320,1344.0625,3664.0625,1.11790393,1.726110207,0,0.352356573,0.199573561,-772.207,-362.156125,0,-252.398125,-772.207,-109.758,-881.965,2.132248902,7.035541828,0,0.696931814,0.286177031,0.941245982,0.481026786,289.3580185,0,0.058754018,1,0,0,0,0,0,1,0,0.375647,-3.211923,-1.398911,1.625196,-3.901595,1.455933099,0.040279082,0.246865654,5.079414505,0.020209651,11.020227,11.020227,7.938039,90,90,90,964.0383464,1.024797648,1.032976269,0.797996653,123,15 [ D4h ],P4/mmm,16,73.049813,-3.788184,0,0,0,0,0,0,0,0,0,0,0,0,-2.508756
Tb,Tb,Tb,Tb,Tb,0,1,0,0.625,0.375,1.36,0.696125,0,0.346125,1.36,0.35,1.71,1.953672113,3.885714286,0,0.497216736,0.202412281,-48,-88.75,0,-18.75,-48,-70,-118,0.54084507,0.685714286,0,0.211267606,0.158898305,3,3,0,1.125,3,1.875,4.875,1,1.6,0,0.375,0.230769231,1193,1690.875,0,610.875,1193,1080,2273,0.705551859,1.10462963,0,0.361277445,0.26875275,3737,3304.875,0,1313.625,3737,1991.25,5728.25,1.130753811,1.876710609,0,0.397480994,0.229323965,138.90547,96.28038125,0,59.59700625,138.90547,36.683375,175.588845,1.442718321,3.786605513,0,0.61899429,0.339412257,6.146,8.649625,0,3.082125,6.146,5.5675,11.7135,0.710551035,1.103906601,0,0.356330477,0.26312588,538,672.875,0,212.25,538,460.625,998.625,0.799554152,1.16797829,0,0.315437488,0.212542246,1.1,1.64375,0,0.45,1.1,1.19375,2.29375,0.669201521,0.921465969,0,0.273764259,0.196185286,2320,2099.375,0,877.5,2320,1221.875,3541.875,1.105090801,1.898721228,0,0.417981542,0.247750132,-772.207,-402.65775,0,-302.87775,-772.207,-99.78,-871.987,1.917775083,7.739096011,0,0.752196499,0.347342048,0.931058365,0.497232143,291.0420367,0,0.068941635,1,0,0,0,0,0,1,0,0.370243,-3.432958,-4.025464,5.524384,-3.907673,1.448086457,0.032291282,0.017855137,250.7318396,0.02008719,11.13644589,11.13644589,7.93358,90,90,89.84930705,983.9242521,1.025199362,1.029205099,0.789435756,63,8 [ D2h ],Cmcm,8,71.268769,-3.865765,0,0,0,0,0,0,0,0,0,0,0,0,-2.609944
Tb,Tb,Tb,Tb,Tb,0,1,0,0.5625,0.4375,1.36,0.7188125,0,0.4038125,1.36,0.315,1.675,1.89200939,4.317460317,0,0.561777237,0.24108209,-48,-84.875,0,-21.875,-48,-63,-111,0.565537555,0.761904762,0,0.257731959,0.197072072,3,3,0,1.3125,3,1.6875,4.6875,1,1.777777778,0,0.4375,0.28,1193,1684.6875,0,712.6875,1193,972,2165,0.708143202,1.227366255,0,0.423038397,0.329185912,3737,3324.6875,0,1532.5625,3737,1792.125,5529.125,1.124015415,2.08523401,0,0.460964376,0.277179934,138.90547,102.5448781,0,69.52984063,138.90547,33.0150375,171.9205075,1.354582233,4.207339459,0,0.678043037,0.404430173,6.146,8.6065625,0,3.5958125,6.146,5.01075,11.15675,0.714106242,1.22656289,0,0.417798918,0.322299281,538,662.1875,0,247.625,538,414.5625,952.5625,0.812458707,1.297753656,0,0.373949976,0.259956696,1.1,1.599375,0,0.525,1.1,1.074375,2.174375,0.68776866,1.023851076,0,0.328253224,0.241448692,2320,2123.4375,0,1023.75,2320,1099.6875,3419.6875,1.092568065,2.109690253,0,0.482119205,0.29936946,-772.207,-443.159375,0,-353.357375,-772.207,-89.802,-862.009,1.742504037,8.598995568,0,0.797359584,0.409923069,0.921088919,0.5134375,292.7481174,0,0.078911081,1,0,0,0,0,0,1,0,0.417793,-3.506125,-8.554913,5.399583,-4.091132,1.51860629,0.03001299,0.000192597,221.314109,0.016720295,11.234365,11.234365,7.939736,90,90,90,1002.081679,1.035329683,1.032583134,0.782561556,123,15 [ D4h ],P4/mmm,16,63.854223,-3.937575,0,0,0,0,0,0,0,0,0,0,0,0,-2.65818
Tb,Tb,Tb,Tb,Tb,0,1,0,0.5,0.5,1.36,0.7415,0,0.4615,1.36,0.28,1.64,1.834120027,4.857142857,0,0.622387053,0.281402439,-48,-81,0,-25,-48,-56,-104,0.592592593,0.857142857,0,0.308641975,0.240384615,3,3,0,1.5,3,1.5,4.5,1,2,0,0.5,0.333333333,1193,1678.5,0,814.5,1193,864,2057,0.710753649,1.380787037,0,0.485254692,0.395964998,3737,3344.5,0,1751.5,3737,1593,5330,1.117356855,2.345888261,0,0.52369562,0.328611632,138.90547,108.809375,0,79.462675,138.90547,29.3467,168.25217,1.276594687,4.733256891,0,0.730292541,0.47228321,6.146,8.5635,0,4.1095,6.146,4.454,10.6,0.717697203,1.379883251,0,0.479885561,0.387688679,538,651.5,0,283,538,368.5,906.5,0.825786646,1.459972863,0,0.434382195,0.312189741,1.1,1.555,0,0.6,1.1,0.955,2.055,0.707395498,1.151832461,0,0.38585209,0.291970803,2320,2147.5,0,1170,2320,977.5,3297.5,1.08032596,2.373401535,0,0.544819558,0.354814253,-772.207,-483.661,0,-403.837,-772.207,-79.824,-852.031,1.596587279,9.673870014,0,0.834958783,0.473969844,0.91133071,0.529642857,294.4729801,0,0.08866929,1,0,0,0,0,0,1,0,0.485109,-3.37177,-11.700228,1.780418,-4.295355,1.624352054,0.034328822,8.29E-06,5.932335617,0.013631732,11.18905,11.18905,8.121062,90,90,90,1016.715057,1.0430866,1.038457809,0.778621507,139,15 [ D4h ],I4/mmm,128,54.333548,-3.802775,0,0,0,0,0,0,0,0,0,0,0,0,-2.686648
Ni,Ni,Ni,Ni,Te,0,1,0,0.9375,0.0625,1.36,0.56,0,0.035,1.36,0.525,1.885,2.428571429,2.59047619,0,0.0625,0.018567639,-48,-116.875,0,-11.875,-48,-105,-153,0.410695187,0.457142857,0,0.101604278,0.077614379,3,3.1875,0,0.375,3,2.8125,5.8125,0.941176471,1.066666667,0,0.117647059,0.064516129,1193,1665.1875,0,45.1875,1193,1620,2813,0.716435837,0.736419753,0,0.027136584,0.016063811,3737,3065.6875,0,78.8125,3737,2986.875,6723.875,1.218976168,1.251140406,0,0.025707937,0.011721292,138.90547,63.0000625,0,7.975,138.90547,55.0250625,193.9305325,2.204846543,2.524403675,0,0.126587176,0.041122973,6.146,8.74125,0,0.39,6.146,8.35125,14.49725,0.703103103,0.735937734,0,0.044616045,0.026901654,538,745.25,0,54.3125,538,690.9375,1228.9375,0.721905401,0.778652194,0,0.072878229,0.04419468,1.1,1.921875,0,0.13125,1.1,1.790625,2.890625,0.572357724,0.614310646,0,0.068292683,0.045405405,2320,1878.625,0,45.8125,2320,1832.8125,4152.8125,1.234945772,1.265814152,0,0.024386187,0.01103168,-772.207,-159.7420625,0,-10.0720625,-772.207,-149.67,-921.877,4.834086827,5.159397341,0,0.063052037,0.010925603,0.995721794,0.4,286.35797,-0.09375,0.004278206,1,0,0,0,0,0,1,0,0.275316,-2.795377,2.311065,3.138493,-3.231762,1.316946764,0.061091838,10.08515963,23.06907555,0.03948786,10.830768,10.830768,7.623558,90,90,90,894.2855534,0.99531282,1.015812185,0.817787664,123,15 [ D4h ],P4/mmm,16,93.71915,-3.311579,0,0,0,0,0,0,0,0,0,0,0,0,-2.188352
Ni,Ni,Ni,Te,Te,0,1,0,0.875,0.125,1.36,0.56,0,0.07,1.36,0.49,1.85,2.428571429,2.775510204,0,0.125,0.037837838,-48,-121.75,0,-23.75,-48,-98,-146,0.394250513,0.489795918,0,0.195071869,0.162671233,3,3.375,0,0.75,3,2.625,5.625,0.888888889,1.142857143,0,0.222222222,0.133333333,1193,1602.375,0,90.375,1193,1512,2705,0.744519853,0.789021164,0,0.056400655,0.033410351,3737,2945.375,0,157.625,3737,2787.75,6524.75,1.268768832,1.340507578,0,0.053516106,0.024158014,138.90547,67.306725,0,15.95,138.90547,51.356725,190.262195,2.063768071,2.704718223,0,0.236974834,0.083831683,6.146,8.5745,0,0.78,6.146,7.7945,13.9405,0.716776488,0.788504715,0,0.090967403,0.055952082,538,753.5,0,108.625,538,644.875,1182.875,0.714001327,0.834270207,0,0.144160584,0.091831343,1.1,1.93375,0,0.2625,1.1,1.67125,2.77125,0.568842922,0.658189978,0,0.135746606,0.094722598,2320,1802.25,0,91.625,2320,1710.625,4030.625,1.287279789,1.356229448,0,0.050839229,0.022732207,-772.207,-159.836125,0,-20.144125,-772.207,-139.692,-911.899,4.831241999,5.527925722,0,0.126029863,0.022090303,0.995721794,0.4,291.2928588,-0.1875,0.004278206,1,0,0,0,0,0,1,0,0.326529,-3.169722,2.053882,3.514108,-3.5511,1.386148447,0.042015277,7.798114705,33.58595589,0.02869306,10.885994,10.885994,7.667144,90,90,90,908.5938675,0.998271876,1.008044783,0.80409972,139,15 [ D4h ],I4/mmm,32,89.998747,-3.6239,0,0,0,0,0,0,0,0,0,0,0,0,-2.195329
Ni,Ni,Te,Te,Te,0,1,0,0.8125,0.1875,1.36,0.56,0,0.105,1.36,0.455,1.815,2.428571429,2.989010989,0,0.1875,0.05785124,-48,-126.625,0,-35.625,-48,-91,-139,0.379072063,0.527472527,0,0.281342547,0.256294964,3,3.5625,0,1.125,3,2.4375,5.4375,0.842105263,1.230769231,0,0.315789474,0.206896552,1193,1539.5625,0,135.5625,1193,1404,2597,0.774895465,0.8497151,0,0.088052612,0.052199653,3737,2825.0625,0,236.4375,3737,2588.625,6325.625,1.322802593,1.443623545,0,0.083692839,0.037377729,138.90547,71.6133875,0,23.925,138.90547,47.6883875,186.5938575,1.939657861,2.912773471,0,0.334085579,0.128219655,6.146,8.40775,0,1.17,6.146,7.23775,13.38375,0.730992239,0.849158924,0,0.139157325,0.087419445,538,761.75,0,162.9375,538,598.8125,1136.8125,0.706268461,0.898444839,0,0.213898917,0.143328385,1.1,1.945625,0,0.39375,1.1,1.551875,2.651875,0.565371025,0.708819976,0,0.202377128,0.148479849,2320,1725.875,0,137.4375,2320,1588.4375,3908.4375,1.344245672,1.46055479,0,0.079633519,0.035164308,-772.207,-159.9301875,0,-30.2161875,-772.207,-129.714,-901.921,4.828400517,5.953150778,0,0.188933609,0.033502033,0.995721794,0.4,296.2277476,-0.28125,0.004278206,1,0,0,0,0,0,1,0,0.405681,-3.842022,1.652199,2.63223,-3.848063,1.500323873,0.021450185,5.218442574,13.90474293,0.021320995,10.916806,10.916806,7.783756,90,90,90,927.6419897,1.002866905,1.012986659,0.786795406,123,15 [ D4h ],P4/mmm,16,91.943166,-4.075826,0,0,0,0,0,0,0,0,0,0,0,0,-2.174367
Ni,Te,Te,Te,Te,0,1,0,0.75,0.25,1.36,0.56,0,0.14,1.36,0.42,1.78,2.428571429,3.238095238,0,0.25,0.078651685,-48,-131.5,0,-47.5,-48,-84,-132,0.365019011,0.571428571,0,0.36121673,0.359848485,3,3.75,0,1.5,3,2.25,5.25,0.8,1.333333333,0,0.4,0.285714286,1193,1476.75,0,180.75,1193,1296,2489,0.807855087,0.920524691,0,0.122397156,0.072619526,3737,2704.75,0,315.25,3737,2389.5,6126.5,1.381643405,1.563925507,0,0.11655421,0.051456786,138.90547,75.92005,0,31.9,138.90547,44.02005,182.92552,1.829628273,3.155504594,0,0.420178859,0.174387915,6.146,8.241,0,1.56,6.146,6.681,12.827,0.745783279,0.919922167,0,0.189297415,0.121618461,538,770,0,217.25,538,552.75,1090.75,0.698701299,0.973315242,0,0.282142857,0.19917488,1.1,1.9575,0,0.525,1.1,1.4325,2.5325,0.561941252,0.767888307,0,0.268199234,0.207305035,2320,1649.5,0,183.25,2320,1466.25,3786.25,1.406486814,1.58226769,0,0.111094271,0.048398811,-772.207,-160.02425,0,-40.28825,-772.207,-119.736,-891.943,4.825562376,6.449246676,0,0.251763405,0.045169086,0.995721794,0.4,301.1626364,-0.375,0.004278206,1,0,0,0,0,0,1,0,0.476078,-4.879861,0.991976,1.594824,-4.496514,1.609748571,0.00759807,2.696557609,4.927461763,0.01114779,11.025235,11.025235,7.80876,90,90,90,949.2001219,1.005691161,1.024897846,0.768150805,139,15 [ D4h ],I4/mmm,64,87.959483,-4.824999,0,0,0,0,0,0,0,0,0,0,0,0,-2.16216
